tick,sensory_map_0,sensory_map_1,sensory_map_2,sensory_map_3,sensory_map_4,sensory_map_5,sensory_map_6,sensory_map_7,sensory_map_8,sensory_map_9,sensory_map_10,sensory_map_11,sensory_map_12,sensory_map_13,sensory_map_14,sensory_map_15,sensory_map_16,sensory_map_17,sensory_map_18,sensory_map_19,sensory_map_20,sensory_map_21,sensory_map_22,sensory_map_23,sensory_map_24,sensory_map_25,sensory_map_26,sensory_map_27,sensory_map_28,sensory_map_29,channel
31,-1.692701534071007e-07,-4.838417471426915e-06,-8.000091301992166e-05,-0.0006228773190927308,-0.0006175106380785127,0.017166235102886684,0.07774919371197314,0.10647653034177383,0.04169383781797688,-0.00522461258743429,-0.0064622718179718494,-0.0016436495835715067,-0.00020149576842481273,-1.3086070324771864e-05,-4.871175615386357e-07,-1.1656656695935464e-08,-2.069484924373376e-10,-3.21307169676481e-12,-5.221903462460772e-14,-1.0709178211695353e-15,-3.286828463981313e-17,-1.528796706112089e-18,5.632110663383007e-20,-1.4206606566101038e-19,-1.0061812581406388e-17,-3.5832963716395833e-16,-1.7392391697422148e-14,-1.0599969155380308e-12,-6.832455534317798e-11,-3.908132629962935e-09,objects
32,-9.568679990645444e-09,-3.858368748236623e-07,-9.984033376192643e-06,-0.00014453347766602142,-0.000926999106543236,-6.782244015873238e-05,0.0236853468585894,0.08391170606732919,0.09511040240021047,0.032561463078180836,-0.003116133863732127,-0.0041033966005953005,-0.0009826540788922477,-0.00010809310654677,-6.22204359482463e-06,-2.085536683545952e-07,-4.623875611637847e-09,-7.867768401676474e-11,-1.2145253833429633e-12,-2.0382695980883058e-14,-4.468705788696114e-16,-1.483954500344077e-17,-6.376933522625722e-19,1.0856437711805357e-19,-6.491944661673323e-19,-2.3086459905887004e-17,-8.538542381172118e-16,-4.374651219190411e-14,-2.7335926653972096e-12,-1.745077492814328e-10,objects
33,-4.6343811777647333e-10,-2.416993749400785e-08,-8.992095801844827e-07,-2.0837501268184727e-05,-0.0002611801569093227,-0.00137535512128265,0.0006431939737892466,0.029567120912849014,0.08574073489467277,0.08384777837309032,0.026321317316214902,-0.0020633800032966608,-0.0028152411710630583,-0.0006118388890705544,-5.9304739631617095e-05,-3.025730892770125e-06,-9.202558295691199e-08,-1.908171284177009e-09,-3.1398411662776046e-11,-4.857458533824341e-13,-8.473014050113595e-15,-1.9922286790814942e-16,-7.081273940062544e-18,-2.335170670013625e-19,6.918269998026705e-20,-1.862008882031934e-18,-5.490753157615673e-17,-2.148771066349666e-15,-1.1593705456121665e-13,-7.382560744778422e-12,objects
34,-2.0680352289885675e-11,-1.266742977934135e-09,-6.230634880684856e-08,-2.1181222522642467e-06,-4.349360860964697e-05,-0.000468580088892338,-0.0020563167602424856,0.001137651136937266,0.03354415799947748,0.08427687671377151,0.07416403994332363,0.02127271709263036,-0.0019506880410973516,-0.0020815336485456213,-0.0003930992447730884,-3.3293972923737154e-05,-1.5143115392850324e-06,-4.219071182100678e-08,-8.258975899089109e-10,-1.3251619852475324e-11,-2.0691366277777935e-13,-3.772194035058082e-15,-9.531882060734284e-17,-3.580470435048333e-18,-6.214741827502782e-20,-9.410626229051084e-20,-4.728262834404299e-18,-1.3546883283484453e-16,-5.669565415548028e-15,-3.208842915489696e-13,objects
35,-9.18682453453291e-13,-5.947244787849378e-11,-3.5253099440281527e-09,-1.6206771632836857e-07,-4.985299439315388e-06,-8.988710662118348e-05,-0.0008312465112167408,-0.003152338492445035,0.0006813325742704563,0.03482298917866202,0.08136802729236191,0.06598480990087305,0.016328119428842918,-0.002329762516988025,-0.0016147231513787771,-0.00025862115498991224,-1.917641633223182e-05,-7.847482835068908e-07,-2.0227946608572917e-08,-3.7710371801095074e-10,-5.944040830781653e-12,-9.425486163338189e-14,-1.8043458272852734e-15,-4.90786812811864e-17,-1.9310991251709824e-18,-1.9652732756141678e-20,-4.871407150139582e-19,-1.1591708386134545e-17,-3.462091627128473e-16,-1.5559317338539552e-14,objects
36,-4.415810864080806e-14,-2.7015019215339723e-12,-1.7423707881116246e-10,-9.907667896579138e-09,-4.217777922547509e-07,-1.1629232153602445e-05,-0.00018286843657809275,-0.0014596444842646349,-0.005030728045310351,-0.0017605591697593729,0.03349724045476763,0.07855664535455405,0.05830253758438026,0.011224379578822163,-0.0028054069665722305,-0.0012823352291280094,-0.00017377992428004293,-1.1377862279468171e-05,-4.2331623055277745e-07,-1.0189469157633821e-08,-1.8232680610694273e-10,-2.841728133797415e-12,-4.600790750075228e-14,-9.285637247819093e-16,-2.7244104034154758e-17,-1.1322421299774788e-18,-7.563767232553087e-20,-1.3674286173776835e-18,-2.844345463505813e-17,-9.156456072577359e-16,objects
37,-2.484231831863713e-15,-1.279983761204108e-13,-8.049614451338969e-12,-5.128032801991746e-10,-2.772665951821594e-08,-1.0833428467400868e-06,-2.6561464833085467e-05,-0.00036310588679068436,-0.0025317910721811463,-0.008283326654769975,-0.007078868718371322,0.03077837944251096,0.07640270927104721,0.050075900514888444,0.006202120122202006,-0.0031667215928615614,-0.0010304221332592877,-0.0001195269086929853,-6.992172859291894e-06,-2.38976213247993e-07,-5.417006637829689e-09,-9.367755207892309e-11,-1.4519387492083454e-12,-2.4110763287738904e-14,-5.148045698579092e-16,-1.6347104093084255e-17,-7.524564150452917e-19,-2.473143302222929e-19,-3.32004568472756e-18,-7.05781246730977e-17,objects
38,-1.7735322592260236e-16,-6.8477779939353105e-15,-3.743783668571753e-13,-2.3994514803842546e-11,-1.4967090129559103e-09,-7.629605992816555e-08,-2.7143653542997896e-06,-5.882551316334798e-05,-0.0006992605674543527,-0.004322899077590987,-0.013693048731430723,-0.015566462869411067,0.028211806209968597,0.07420369586841304,0.04084100740863521,0.0016443035925657475,-0.0033556380532869883,-0.000836205412998471,-8.447588624418464e-05,-4.470150470564172e-06,-1.4167033194977588e-07,-3.0463949919660763e-09,-5.12203582529832e-11,-7.933670274704259e-13,-1.3564996924921664e-14,-3.0730112230868065e-16,-1.061819144957845e-17,-6.00879781328169e-19,-6.039934386671426e-19,-7.679114100626051e-18,objects
39,-1.743751478195793e-17,-4.483514258248728e-16,-1.8925104039105917e-14,-1.0886296777180458e-12,-7.047698212490511e-11,-4.268409558691579e-09,-2.0356883935834225e-07,-6.5517879732002996e-06,-0.00012503541152732812,-0.0012959953623808698,-0.007196623105849755,-0.021966757566103536,-0.026550239246152338,0.02680712673655011,0.07065118395127874,0.030806234057076342,-0.0021832239972140906,-0.0033972098838915784,-0.0006870597279791426,-6.155282969643852e-05,-2.980029524087341e-06,-8.828861309625425e-08,-1.8123794037220879e-09,-2.978147427654664e-11,-4.629515006936443e-13,-8.175961482279083e-15,-1.9698060906326052e-16,-7.464164424539209e-18,-5.966401323412028e-19,-1.2943174989150519e-18,objects
40,-2.6061304121161174e-18,-3.918693732713138e-17,-1.1289761311336698e-15,-5.1720171293954836e-14,-3.1015872170467072e-12,-2.0106323953337026e-10,-1.1732775068461378e-08,-5.201374609639121e-07,-1.507201083466265e-05,-0.00025280978344545445,-0.002292875714782342,-0.011524602073947825,-0.03334452445975392,-0.038659149952844814,0.02629749592481155,0.06457947521278336,0.020558320022435916,-0.005206596061114194,-0.0033446561049432144,-0.0005738498420417394,-4.635030499127813e-05,-2.0733152977224747e-06,-5.781441607201655e-08,-1.139105065098165e-09,-1.8376667707352396e-11,-2.8772942353872804e-13,-5.261832303688329e-15,-1.3505848842728368e-16,-5.668302393345706e-18,-7.156057517873228e-19,objects
41,-9.68844539214033e-19,-5.0747157085098114e-18,-8.70469019466939e-17,-2.8014846571765712e-15,-1.3800677818418587e-13,-8.547990741205242e-12,-5.503821512433557e-10,-3.073913514709774e-08,-1.2603818159868876e-06,-3.2779114099020954e-05,-0.0004828618821008932,-0.003840587106770708,-0.017502768967004294,-0.047274507189244384,-0.05057752083898759,0.025130918035481696,0.055433975081323354,0.010708316933619672,-0.007503626205363818,-0.0032493721717493126,-0.00048922764912802,-3.613477110248772e-05,-1.505797953779785e-06,-3.974960895489243e-08,-7.552314700755097e-10,-1.2008859498568766e-11,-1.8996259157136953e-13,-3.603872301492414e-15,-9.864554388418837e-17,-4.636443821979103e-18,objects
42,-4.048487732990741e-18,-1.3884291997449786e-18,-9.616700528850247e-18,-1.8911599271302645e-16,-6.741702459781993e-15,-3.534596374206827e-13,-2.2409037089167162e-11,-1.422858012139514e-09,-7.566807608799973e-08,-2.860829813317029e-06,-6.670580022178221e-05,-0.0008631574108687538,-0.006020710125115196,-0.02480198583757129,-0.06206650115504252,-0.061382245100356427,0.02124401990843269,0.043325546122448155,0.0017152534047899565,-0.009194670445797769,-0.0031387712856368252,-0.0004256092964242686,-2.908586836293929e-05,-1.136877409937017e-06,-2.8548070624457085e-08,-5.251533424964725e-10,-8.258456478742596e-12,-1.323151975949328e-13,-2.6073268479285616e-15,-7.611842029439887e-17,objects
43,-6.167302438613349e-17,-3.741919241641306e-18,-2.0301791740585565e-18,-1.775774921218154e-17,-3.983321065958776e-16,-1.555381419003847e-14,-8.589223479949201e-13,-5.5279861898135687e-11,-3.4408221017175863e-09,-1.736252160533437e-07,-6.0463715249662425e-06,-0.0001265067308588498,-0.0014390743985543666,-0.008773337291897346,-0.0324222912507476,-0.07532606059429643,-0.07128555381668841,0.01230041895313619,0.028590444355426337,-0.006237102715264484,-0.010428049183285071,-0.0030326658270003874,-0.0003779121775996462,-2.4134554759326404e-05,-8.901540149932446e-07,-2.135550102710872e-08,-3.8171218992252606e-10,-5.95408160026652e-12,-9.681222678927082e-14,-1.9824895548929035e-15,objects
