tick,perception_0,perception_1,perception_2,perception_3,perception_4,perception_5,perception_6,perception_7,perception_8,perception_9,perception_10,perception_11,perception_12,perception_13,perception_14,perception_15,perception_16,perception_17,perception_18,perception_19,perception_20,perception_21,perception_22,perception_23,perception_24,perception_25,perception_26,perception_27,perception_28,perception_29,channel
21,-0.2,-0.2,-0.2,-0.20000000000000479,-0.20000000001936388,-0.20000002635501576,-0.20001209283685636,-0.20188304768520698,-0.30068680200437986,-2.091950287176341,-13.386539208276062,-39.44250998484086,-66.94946442256222,-86.57266223198516,-95.18237678417245,-94.5058023283965,-87.13624557673484,-61.824063299817,-23.222552965276186,-3.673910054573581,-0.3889902837307816,-0.20355952994695,-0.20002286616415155,-0.20000004977569527,-0.20000000003658647,-0.20000000000000906,-0.2,-0.2,-0.2,-0.2,objects
22,-0.2,-0.2,-0.2,-0.2,-0.20000000000001472,-0.20000000005178614,-0.20000006127008865,-0.2000244506554057,-0.20331484709212735,-0.35468049434719023,-2.7504283517915615,-16.01327451473321,-43.43326267359085,-70.88620681674836,-89.80951873908366,-97.11674159533537,-95.32185629044906,-84.90316796562941,-54.20338326167918,-17.27197189683312,-2.31992868609184,-0.2940217645537958,-0.20143960888547074,-0.20000751173436834,-0.20000001327754507,-0.20000000000792295,-0.2000000000000016,-0.2,-0.2,-0.2,objects
23,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000006,-0.20000000017689587,-0.20000017532421172,-0.20005867249768894,-0.20668249645599904,-0.4628336409886765,-3.879215019745157,-19.923407881172974,-48.8123465624528,-75.54864076569292,-92.73159152368589,-98.73589301056866,-95.3933411065563,-80.30803926290828,-45.17651160286519,-12.062151226946135,-1.3990548754120362,-0.24293022624721344,-0.20052935252780865,-0.20000222284707792,-0.20000000316110544,-0.20000000000151733,-0.20000000000000026,-0.2,-0.2,objects
24,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000004,-0.20000000000027204,-0.2000000006602243,-0.20000053905667153,-0.20014881817257552,-0.21401416191523237,-0.657587411941275,-5.565399146582468,-24.85149613888397,-54.86007617350279,-80.24642497281302,-95.48231346786974,-100.33468012446811,-94.20286301435722,-73.55576921302267,-35.901554709791355,-7.959909088874998,-0.8326664015647827,-0.21814748203946127,-0.20017894196515193,-0.20000060053515464,-0.20000000068232252,-0.2000000000002616,-0.20000000000000004,-0.2,objects
25,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000002,-0.20000000000120238,-0.20000000239951737,-0.20000161262554636,-0.2003670225766652,-0.22856416141259134,-0.9743920383248879,-7.820614314079257,-30.393881608970926,-60.957540902967416,-84.6547406421119,-98.40919123591509,-101.6846906722703,-91.3763657832251,-65.35067196893866,-27.306058517496556,-5.00496336470562,-0.5139470770059928,-0.20718063885060647,-0.20005637481979852,-0.20000015054261727,-0.20000000013603905,-0.20000000000004148,-0.2,objects
26,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000107,-0.20000000000515694,-0.200000008459267,-0.20000467821642273,-0.20087761629660142,-0.2564532820476524,-1.4717961538509179,-10.735144763729801,-36.456161426201234,-66.95022308898645,-88.84081740194509,-101.58699777318625,-102.07398605980838,-86.81076393555476,-56.26740177223496,-19.86322442869797,-3.019646206353644,-0.34704059088625955,-0.20267390765194473,-0.20001666725043143,-0.20000003530949834,-0.2000000000252989,-0.20000000000000612,objects
27,-0.20000000000000087,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000534,-0.20000000002137952,-0.20000002882975013,-0.2000131221508769,-0.20202967808479477,-0.3079764892279096,-2.224427116111198,-14.372619458153006,-42.89982065214285,-72.69563262584195,-92.99268478441847,-104.74191688193791,-100.87761484636115,-80.81516053007167,-46.88922981343457,-13.825497168030937,-1.7723438130182905,-0.26531815407205356,-0.20094312827743827,-0.2000046609026715,-0.20000000782131694,-0.20000000000443602,objects
28,-0.20000000000073914,-0.20000000000000012,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000002677,-0.20000000008783433,-0.20000009703913474,-0.20003623383486374,-0.20460676649938672,-0.402141636898563,-3.349410356599532,-18.861115580198838,-49.68493322131571,-78.16946463793543,-97.28402188177928,-107.21264427734714,-97.8315986973782,-73.70182664475976,-37.702934620954835,-9.215554658974446,-1.0350048600994546,-0.2276183882980447,-0.20031654280841518,-0.20000123975960735,-0.2000000016471105,objects
29,-0.20000000033082876,-0.20000000000011747,-0.20000000000000004,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000004,-0.20000000000013898,-0.20000000037028992,-0.2000003323108647,-0.20010094051223903,-0.21046317569514705,-0.5758244910047003,-5.036743631209264,-24.397659369506243,-56.78029841605654,-83.40057393811543,-101.73602117500376,-108.14767232773045,-93.03515965896786,-65.68206577734945,-29.15356647724094,-5.89311607302841,-0.622727233406394,-0.2111337203940737,-0.20010130789132471,-0.2000003144870373,objects
30,-0.20000007676644488,-0.20000000006403343,-0.20000000000001802,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000012,-0.2000000000007377,-0.20000000158289336,-0.20000114532455937,-0.20028094190811313,-0.22357506055769116,-0.888746986366008,-7.489067287076929,-30.96771429972087,-63.85825410585612,-88.44127119628124,-106.04668182832434,-106.86877894389845,-87.04250261695864,-57.116560140340006,-21.687192423437736,-3.643171345398663,-0.4050926762013233,-0.20430699074368502,-0.20003115632716462,objects
31,-0.20000927634308927,-0.20000001818726265,-0.20000000001206014,-0.2000000000000027,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000008,-0.20000000000395227,-0.2000000067854577,-0.20000393314544437,-0.20077420262313198,-0.25227710057342656,-1.4358278898816568,-10.923037775235851,-38.421165407787825,-70.5943082570991,-93.47908481321741,-109.46421572876879,-103.28514366047882,-80.41640190921251,-48.35996777046895,-15.550737179426068,-2.2027918582571755,-0.2958746744521493,-0.20160906025019784,objects
32,-0.2005852089663386,-0.20000269876409563,-0.20000000422656397,-0.2000000000022367,-0.2000000000000004,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000052,-0.20000000002109714,-0.200000028828569,-0.20001331715062046,-0.20209286434331586,-0.31317621633190673,-2.356875810950583,-15.522886379988499,-46.436902402322886,-76.77856072903786,-98.60727614702662,-111.0036833424767,-97.99385150095927,-73.48386656525324,-39.820284965922525,-10.792992555219834,-1.3267032763330395,-0.24347879111811993,objects
33,-0.21927741889198235,-0.2002090871346758,-0.20000077522278153,-0.20000000097482734,-0.20000000000041385,-0.20000000000000007,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000003446,-0.20000000011072025,-0.20000011995507416,-0.20004399178956792,-0.20549923284473598,-0.4373789509338666,-3.8392562609179643,-21.374238560045253,-54.54944537869973,-82.418267481798,-103.53872261836425,-109.99879339028855,-91.92780260883048,-66.35056333502966,-31.91157819155505,-7.295094412509823,-0.8170576466421262,objects
34,-0.5313977371126573,-0.20842811614936094,-0.20007411436906178,-0.20000022233786327,-0.20000000022594755,-0.20000000000007748,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000004,-0.20000000000022194,-0.20000000056370143,-0.2000004830822046,-0.20014032437044837,-0.21392254946608613,-0.6789139857145459,-6.103888922048964,-28.38961014194363,-62.25160234758879,-87.69479106998755,-107.52960207349956,-106.5543372528043,-85.84218274948037,-59.08301075430529,-24.96143807282088,-4.839884778168944,objects
35,-3.180471594040276,-0.37578375446214135,-0.20366344495919175,-0.20002630704023963,-0.20000006433103212,-0.20000000005323273,-0.20000000000001486,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000023,-0.2000000000013729,-0.20000000275291932,-0.20000186437543221,-0.2004285479455449,-0.2337220147163989,-1.1242012314728558,-9.370848545310999,-36.271469942670876,-69.161612361087,-92.75457401852685,-109.70412242423902,-101.48321423454587,-80.05072867570635,-51.83061500630162,-19.137747286455078,objects
36,-14.448581563505432,-2.0912093602035995,-0.29269100070720555,-0.20159480964220566,-0.20000942660709303,-0.20000001894485347,-0.20000000001287088,-0.20000000000000295,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000173,-0.2000000000080952,-0.20000001281369714,-0.2000068568604648,-0.20124711060613074,-0.27784011691572197,-1.900891400145919,-13.812067676968146,-44.550064130015784,-75.14683023863776,-97.47968953409146,-109.545520894899,-95.79409117276846,-74.52453971244593,-44.81636026085654,objects
37,-38.29439950325127,-10.803186922662675,-1.3932778830885555,-0.24896243726706724,-0.20070138704805748,-0.20000344293319186,-0.20000000573850912,-0.2000000000032305,-0.20000000000000062,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2000000000000121,-0.20000000004493063,-0.20000005622514921,-0.20002380846823214,-0.2034315474430327,-0.3701928489146138,-3.171929261099458,-19.45171002729196,-52.61674257507503,-80.26687225587682,-101.42299034580697,-107.18644059077307,-90.27667723758994,-69.17568809151844,objects
38,-63.97154076852353,-32.44487787591521,-8.04363769080803,-0.9531647724564105,-0.22608511599059095,-0.20031394931548546,-0.20000129202826641,-0.20000000180333077,-0.2000000000008495,-0.20000000000000015,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000007911,-0.20000000023260994,-0.20000023076495077,-0.20007754044145323,-0.2088819400567583,-0.551119091733286,-5.117473138938127,-26.120458226869196,-59.91713185096901,-84.6772912852673,-104.06904821467958,-103.29435549724454,-85.28776661846764,objects
39,-80.87708330913206,-58.96801707106731,-27.35396588446387,-5.9942524783186775,-0.6780176300444154,-0.21409546941491506,-0.20014388035750041,-0.2000005012822839,-0.20000000059172748,-0.2000000000002356,-0.20000000000000004,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000007,-0.20000000000047571,-0.20000000111289662,-0.20000087901010305,-0.20023537339501565,-0.22152006470365135,-0.881184373929705,-7.890625025819556,-33.431200342558924,-66.06960335477665,-88.46878715397214,-105.14103616223302,-98.6934571897531,objects
40,-94.02864181483913,-76.96606471420358,-54.255301018604186,-23.022600871437948,-4.49066261943939,-0.5063335508735991,-0.207758150630208,-0.20006779604224031,-0.20000020190354637,-0.20000000020355457,-0.2000000000000692,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000048,-0.20000000000261092,-0.20000000488684563,-0.20000309002159863,-0.20066303429391974,-0.24866025623122992,-1.4405430496311669,-11.564922285378827,-40.84913889555397,-70.93268004931821,-91.63058570924194,-104.7386044079482,objects
41,-103.23484360109346,-89.65687601180552,-73.47388116448916,-49.9122933542686,-19.397058771507176,-3.3948006623882963,-0.3988509611138174,-0.20436266541522413,-0.2000329364464991,-0.20000008463123392,-0.20000000007356725,-0.20000000000002155,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000293,-0.20000000001301427,-0.20000001961578245,-0.20000999438380768,-0.20172973505780203,-0.302577671096177,-2.320848431269366,-16.090987439220683,-47.81273870344919,-74.56316556330309,-94.11817844817195,objects
42,-95.95160744141964,-101.11008322286757,-85.74045474856229,-70.36553420762695,-45.97287961500654,-16.3831425448056,-2.5945921688840112,-0.3308056217844856,-0.20250527194402385,-0.20001647327084568,-0.20000003682565298,-0.20000000002783405,-0.2000000000000071,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000001614,-0.20000000005847327,-0.2000000715362241,-0.20002960254750765,-0.2041654013443921,-0.4012235420827162,-3.6028534461188144,-21.25959471583816,-53.83453841704116,-77.12920937993881,objects
43,-78.8368527182441,-97.22430585108494,-98.77434587260286,-82.30977411246577,-67.6182342436479,-42.43467268508294,-13.885539843379197,-2.0078779171831935,-0.287194099475932,-0.20146789442265634,-0.2000084671246455,-0.20000001658825778,-0.20000000001098284,-0.20000000000000245,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000007964,-0.20000000023644413,-0.20000023682659954,-0.20008028668376546,-0.20926531426407194,-0.5678740062521588,-5.336814763128752,-26.75602418920897,-58.63289817520339,objects
44,-71.90053892492226,-89.73061925231434,-101.00561565351624,-87.39820216974056,-72.44092820275284,-53.679599999159656,-23.411332339549823,-4.5689877015486235,-0.5083959150302775,-0.20768161856601525,-0.20006586225197642,-0.20000019224841165,-0.2000000001899332,-0.2000000000000633,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000545,-0.20000000002257196,-0.2000000315958557,-0.20001494927769575,-0.20240222128792307,-0.33223128209888886,-2.7364586687520216,-17.81895361944896,-49.14120739171389,objects
45,-61.933839827134335,-78.24383119495175,-96.81052956667298,-96.35902228323916,-78.6701867518178,-65.40105563759668,-40.739630776787976,-12.67945100639448,-1.7270467369913414,-0.26754888576544456,-0.20103895979850459,-0.20000546555724105,-0.20000000975675178,-0.20000000000588405,-0.2000000000000012,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000007,-0.20000000000045046,-0.20000000106935734,-0.20000085666743725,-0.20023243458140513,-0.22149393267610043,-0.8855630497677951,-7.935566630228531,-33.0071807453732,objects
46,-38.03625633727434,-64.04703377960054,-78.58018183438901,-97.28678301084614,-94.61116221600378,-76.34932069294551,-63.456197501004105,-37.91665812204705,-10.859499610552822,-1.3714020312980983,-0.24613597502866325,-0.20062970635247906,-0.2000029351394421,-0.20000000463868414,-0.2000000000024755,-0.20000000000000046,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.20000000000000032,-0.20000000000175663,-0.20000000347930724,-0.20000232648306038,-0.20052723791560503,-0.24077543473281815,-1.290709405979304,-10.589943690106711,objects
