tick,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,norm_z,lambda1,omega
10,-0.2433805524747029,-0.22941685807190965,-0.22647643507899487,-0.2556604246008358,-0.20788635993839924,-0.13466223735016675,0.23376397790258444,1.0963761716295866,1.584838951776199,1.7318716798014737,1.7456033101651636,1.7282339581377468,1.715543992767009,1.6589702993321727,1.3980985402898092,0.5173045764013666,-0.06431612617478315,-0.2174573971974289,-0.2713987760677481,-0.2430867322962643,-0.23985377468998725,-0.23016680107788576,-0.23188543773496678,-0.24177117028395734,-0.22627607984516804,-0.22182059620035127,-0.24683703976192384,-0.2778259038841052,-0.23363432811352308,-0.245212078639079,4.6657550484263615,-0.006710531417925658,
11,-0.24411409743027848,-0.26675968112443,-0.19904300909777647,-0.2605556775630585,-0.19276945338502155,-0.06442269442348403,0.5306282378931892,1.3495955348712874,1.6426174124239312,1.7066034805323447,1.7174693794338258,1.7335219981958978,1.6880741189347628,1.5813015822249772,1.103980928981454,0.2499072770398662,-0.13399393172355958,-0.19165002775802914,-0.2348680913397264,-0.25694710474913446,-0.2441046275662564,-0.25098526995215664,-0.24596471572241224,-0.22733835815982614,-0.219493480146776,-0.21297618871413646,-0.23782208929184062,-0.2158183609747158,-0.2448305375220884,-0.26302104117890795,4.616903100432357,0.003240142644796662,
12,-0.22991737358267117,-0.24054223673825384,-0.2859819321312077,-0.22017170497956695,-0.18683300819790116,-0.16361300497510706,0.12086492410174023,1.0172595781333784,1.5369880246037784,1.6882773147197976,1.738318751005719,1.7362575929702335,1.7074742581464426,1.6395894616019573,1.439318888939841,0.6416299126326643,-0.04257370500785149,-0.18858983152532913,-0.2303966343063315,-0.21467745107696823,-0.2540743948429838,-0.26912512541034767,-0.2264522502806984,-0.25713822740162956,-0.2555254188239281,-0.2265904488471322,-0.2428787661562551,-0.20570101269237512,-0.2581816463515673,-0.2760170780217998,4.630313473918804,0.004081177795003388,
13,-0.23220442704804162,-0.2377664834377807,-0.2153080867214922,-0.2264207844277633,-0.24213372604107355,-0.17353912419037767,-0.0885654963319171,0.5472067028923956,1.3838065842907903,1.6556037397831052,1.6781221141091145,1.7192050486079398,1.7333698649359137,1.684841236826687,1.5591787365792529,1.0937418380445083,0.15630828668080515,-0.17798540018987946,-0.2073530170214256,-0.2589612468718713,-0.24009853565227546,-0.23939459229556206,-0.2381011587566941,-0.21869372227345327,-0.23291885999313908,-0.23504529500829796,-0.21250712435525468,-0.26743831067241275,-0.23756480656963433,-0.24471236223560458,4.607658716668824,0.003145437572191767,
14,-0.2437600764836908,-0.224704020967671,-0.26386668997149204,-0.22703691962840297,-0.20352079861691724,-0.16672400649299574,0.1473187867433923,1.0260713309003828,1.5852358612665567,1.6901192639625235,1.732564957178475,1.7159865243882464,1.6931698829436506,1.6743907952012895,1.3999468007739202,0.6598462474545996,-0.009006854258457608,-0.16785265385860026,-0.23778315605300093,-0.20854010404329676,-0.2439550381359619,-0.21942469186500704,-0.2666729796949127,-0.24532433659211234,-0.2669724245521883,-0.248878069261469,-0.21818279368651725,-0.24948196701590553,-0.23704266506950974,-0.22543709950218702,4.633968579087966,0.004579370826054974,
15,-0.2293801798041022,-0.2625372875237546,-0.22221406083518228,-0.23860551078394474,-0.22375960803928466,-0.11384425373334761,0.29809203016961183,1.205200141019849,1.6387202174608912,1.7236558820722085,1.7235036260041747,1.718253636607859,1.7070682742131968,1.6540831137832064,1.3094576236266369,0.4389447327775528,-0.10804791288864361,-0.21920852852556272,-0.2785034169772661,-0.22367816112460903,-0.23564299502681876,-0.25862475946512836,-0.21510728209563157,-0.2382339264675321,-0.23370264675149438,-0.24665317442577883,-0.21572345629077025,-0.23306200665958923,-0.2072449052818162,-0.23988021199845513,4.658164065586427,-0.006961592639254999,
16,-0.22876349535449034,-0.2565989378123593,-0.24617447892163838,-0.25244812310002557,-0.19272069602565098,-0.047123994328449686,0.603814913286424,1.4227620838011286,1.6173135923807205,1.7301799777252527,1.7148929283233212,1.7105373669575086,1.7008652629047187,1.557514054065533,1.0129004206800587,0.17874690727299197,-0.15912350009121018,-0.22217809566618651,-0.2190672348014246,-0.21228256220003594,-0.2201870289172935,-0.21882499318347806,-0.25341616212046936,-0.24725891789799123,-0.2274020629482579,-0.2125550398759899,-0.25739604905074365,-0.2045814698121019,-0.22694360355298546,-0.2019401698944676,4.605452018788448,0.004525116632185688,
17,-0.23884074801388097,-0.2372529008063058,-0.23980793503955466,-0.24850530988281724,-0.2110345649181457,-0.15378026144930276,0.13671691758300591,0.9975270973356783,1.569791457502445,1.7210611275901255,1.7075751287733572,1.7117997738617503,1.6932427628396736,1.689735048193753,1.4420086092611937,0.7151236881983685,-0.035123845430426126,-0.14204943368729736,-0.20663649529516073,-0.27518651155600793,-0.2409774750050543,-0.2595561425097084,-0.22394807337694847,-0.24976889933737148,-0.25954471201431556,-0.23631780081913914,-0.2687193966070167,-0.2728955645461744,-0.2459101610649081,-0.20203287913364845,4.652844516127403,0.0032325692664108008,
18,-0.22064452193878287,-0.22510144710324906,-0.26080889693992537,-0.2162012912003276,-0.19780146192487158,-0.04239068506162397,0.7229998541112709,1.4896486077778834,1.6818222024360003,1.6817778048562932,1.68554244568933,1.7626708155127455,1.7101820470750906,1.5921547294357608,0.9989817212105475,0.13326726115685442,-0.15437032131330156,-0.2506565100972147,-0.2167841071881823,-0.25655080852878487,-0.24336736765133216,-0.24716469573444225,-0.2648122929691348,-0.22562365965603487,-0.24547919682534128,-0.2625574874834974,-0.23819077719331408,-0.24238592267779507,-0.25347741280457625,-0.258169709625384,4.6790595368670695,-0.0023948137669087544,
19,-0.23160316012905421,-0.2483252911738567,-0.24379463228179438,-0.23505786907641796,-0.19034567965668586,-0.024359102251489073,0.643194222621161,1.4112438385878696,1.6474701841320758,1.7415100022160608,1.7400035123874353,1.7083723099602106,1.7194148093824506,1.5422712096768736,1.0315518869188414,0.14911815548196308,-0.19617326766003393,-0.2136052718127742,-0.2088809161835448,-0.26169430547797007,-0.23451684528265512,-0.2658946944413812,-0.21378762722940925,-0.25819250052584936,-0.25384424526723187,-0.2540824168797185,-0.24170696847932724,-0.2837602274911577,-0.26117904966451355,-0.24171895276482588,4.649245669514733,0.0026001532942908634,
20,-0.21473215157053116,-0.23829218881879255,-0.2212253415894744,-0.20772424769300285,-0.08809243190257515,0.4122603168534168,1.285126888628424,1.6155951696017392,1.7015685769648272,1.7283898645665423,1.7218878433807099,1.6844027484093502,1.6306826761028355,1.2110319124335274,0.31783820235765275,-0.14591402031126605,-0.2412996686686177,-0.21200508163948953,-0.24255200686297854,-0.24256250935049203,-0.25126359678631693,-0.2606367413675445,-0.26133284982095595,-0.2746162386560051,-0.22298936668941535,-0.2770131102288909,-0.26748641523354266,-0.22913890502246187,-0.22656973692663074,-0.190349793342051,4.626111673846877,0.0021513731348534737,
21,-0.23209721822199103,-0.2600485514998563,-0.23695954689988083,-0.19441582329788104,-0.09464850226074548,0.27463901359441867,1.17419364602461,1.5972029488807349,1.7063479488405617,1.7504508630272746,1.7708824784700319,1.744027021450096,1.6968302043929184,1.2953408359006597,0.4722622429024719,-0.07570433079196259,-0.19463747259780384,-0.2131618249593893,-0.22472914142327194,-0.24258877220572564,-0.2309773431475199,-0.2208373540060189,-0.23588290379768667,-0.23606217717056305,-0.26147295545260607,-0.23049120024752645,-0.21499184484142925,-0.22377705837657694,-0.23918838701386158,-0.25486951981409783,4.681345538862392,-0.008492997308436112,
22,-0.24299875788596143,-0.2648072525243974,-0.23924385934874418,-0.2035539425457226,-0.14755779736062602,0.2241474746432895,1.0923314328406646,1.5898479447464204,1.7013504194201716,1.7232047366545202,1.7051512422883317,1.7080885296346846,1.6318060337585956,1.3578320364464322,0.4893886128859683,-0.06463439617572565,-0.19745562227985733,-0.24499707777562763,-0.24072706499296292,-0.2204690248138318,-0.2248536208947152,-0.24008908157995085,-0.2373769125357228,-0.26293389365945913,-0.2371974722264842,-0.24148052815473464,-0.23197484443592842,-0.23739683472261505,-0.21477744256358736,-0.24090520536028998,4.607400311318323,0.002458389832920793,
23,-0.23592015903185679,-0.22438004175676743,-0.21594823248543515,-0.20405684719618297,-0.2019393913092902,-0.1570054810422614,0.24555128800094145,1.1515120652116722,1.6090313566257977,1.7284785702111582,1.7299358887982463,1.7117657383392517,1.701281043284377,1.6401120791616566,1.3448596251681932,0.4933752560422955,-0.062443781857777436,-0.22747420739865856,-0.25705698379969016,-0.22999933914183093,-0.22597674595030648,-0.24275786245574876,-0.20452700353758724,-0.2488197475310782,-0.27632619486712506,-0.22340653032953875,-0.25071166879945517,-0.23646581422009647,-0.20112552301788578,-0.22427674418056887,4.637452598540288,-0.0034852772279585498,
24,-0.24962993545032378,-0.2250289788827749,-0.24032116680840457,-0.2352058987590074,-0.2276176248988961,-0.1816755120336371,0.039703133283217576,0.7870565989720933,1.4431197277312555,1.6475619269909152,1.6910757244518917,1.749467911745942,1.723793885161444,1.6664727022331602,1.499285240061431,0.8236822396329668,0.05814246477500884,-0.16020769976269683,-0.20746028469367678,-0.23075392564729053,-0.2520886379431119,-0.23808330220766033,-0.2422187279989889,-0.2879338833679299,-0.22204908806839413,-0.23956609311574462,-0.20344303212782938,-0.26412330407944573,-0.23233471078957132,-0.2527439194229663,4.5877079051820555,0.011428139371353674,
25,-0.2273204856541141,-0.2596230348922286,-0.21775719171746127,-0.2508141647048734,-0.22321861325011857,-0.1961804283260737,-0.07072058989254854,0.4237973353465542,1.3072138476395057,1.6712080013033046,1.6988870781340735,1.736768231315067,1.737001588159574,1.7022917011909902,1.6046459897919316,1.202576224867823,0.3116014887243792,-0.13238945561194287,-0.2049127194056979,-0.20691512654514274,-0.22979048287243434,-0.21470250552103792,-0.2383313095406838,-0.2671649836615612,-0.23864982693403103,-0.24628186605974878,-0.2535878512940148,-0.23339637712272077,-0.23271536340831703,-0.23870848938912256,4.64937969287982,-0.004528707634081197,
26,-0.26103720425894206,-0.23940448691947774,-0.2215174849580069,-0.2234631508072152,-0.20968732794052872,-0.2322634644417189,-0.1763659256157571,0.0659413665524367,0.8373156651582152,1.4858865854067065,1.652208415325088,1.7235093967831845,1.746258508215764,1.674861956213392,1.6575058254981976,1.4557484471924846,0.7988516469743525,0.030098389146087753,-0.17342854554243647,-0.19207059531516774,-0.24301705415320507,-0.2512040162671301,-0.259538343179787,-0.2356188975955192,-0.2156386587426433,-0.21902801423647417,-0.2283327770371093,-0.27320375444254846,-0.23880390594226802,-0.2682843615153754,4.5814301337076175,0.011970487602563362,
27,-0.24479469260982223,-0.2367984153525177,-0.2470500256894525,-0.24356708639491462,-0.2422524102705436,-0.2553389358209223,-0.2546148863827197,-0.15245092518114836,0.11239311531330422,0.9548494704013446,1.5622869140509745,1.7076337879042347,1.7329289185785735,1.761722396001697,1.7453710820234665,1.670650948896936,1.4404893766720586,0.6827931861701739,3.630550837913863e-05,-0.20771046552043526,-0.22673635939983475,-0.2390851281428048,-0.22751295177922917,-0.24156857748986182,-0.19097747167673457,-0.26174416957554997,-0.24179712146650303,-0.22761286193515115,-0.21930443671607147,-0.2335527281119603,4.668456159951362,-0.004629217092418814,
28,-0.25018411069062846,-0.2522240566149906,-0.26041745880353184,-0.22547564900121053,-0.2376760537867364,-0.19719673045034775,-0.25826385126729134,-0.22330755542566072,-0.14211080077088173,0.2715340884230823,1.1754135247078814,1.579336270916514,1.708133886277184,1.719801140378028,1.736494078376024,1.710947493755353,1.686281939282639,1.3524111705336288,0.4959478438447964,-0.11338309454933027,-0.18385586462814588,-0.24127317255227718,-0.23192660441266963,-0.1942985756687805,-0.23320402036665394,-0.2287839364275285,-0.20379090311891823,-0.2696197718000968,-0.23122036342828922,-0.21636203766886533,4.6562852811478255,-0.005817575994349733,
29,-0.25589996585332253,-0.21213101488141678,-0.24162598984020267,-0.23043271564777013,-0.23495662768772552,-0.2323372713108543,-0.22310161695646,-0.21052860404030507,-0.1581415958041174,0.17081911555488813,1.0359580421956807,1.582945466339618,1.703061409727786,1.7492859430576864,1.7427247119877844,1.7362205994271322,1.6804169384190004,1.3857047295142397,0.6243090316449298,-0.037241326394145124,-0.23261713379825508,-0.2585117749947874,-0.2547373647249675,-0.25507079773576813,-0.24401440956738243,-0.24548089881064955,-0.23153608150972754,-0.20855361573522735,-0.21547930076927055,-0.26173389454066337,4.667782652029023,-0.006462484604489505,
30,-0.23307611775879092,-0.2243576916032046,-0.2352723814209134,-0.2584561328925391,-0.2411637406802882,-0.214279553290384,-0.22238679035422723,-0.21438352243336728,-0.19139332488233746,0.1412476802675238,0.9815025866769794,1.5467762898531883,1.723139166189022,1.7450914419493468,1.7114652400902293,1.7555773524380587,1.7024264198749761,1.4495306305072475,0.7169374485720389,-0.019526439055553443,-0.20408779296968343,-0.2448022044981217,-0.2399432948020858,-0.23822834996376407,-0.2564807052946026,-0.24117031575277528,-0.23989219893285918,-0.27623792626510896,-0.2349912372165172,-0.20985263891725112,4.685211917424865,-0.00609056736429503,
31,-0.24823776579007348,-0.22843337060477303,-0.21693925796078078,-0.251516239460135,-0.22242384685361855,-0.25724223283707887,-0.21672945162908383,-0.21114606902522493,-0.14415046124956316,0.031952071378969986,0.758736944508382,1.4523937686241897,1.6855379879992611,1.6782116157505877,1.7496026126321542,1.712351260179974,1.691278849368134,1.512209652800398,0.9365971132603634,0.04663535026791836,-0.15922534426416088,-0.17187901050024007,-0.24634731977002133,-0.2688219044668006,-0.2517105094548602,-0.2425308471792285,-0.2676759211452899,-0.24011603910099721,-0.2245527906921322,-0.21426856849287443,4.620736356088911,0.00957064286703413,
32,-0.29015973699668934,-0.2323027127996674,-0.22436255813433692,-0.2484177886875491,-0.12796129103010856,0.23968849764579797,1.1726775851519564,1.610937704877719,1.6991440643581412,1.730029770935975,1.7512977472376836,1.718129855276666,1.6602203644360247,1.3368479633798183,0.5159754436866162,-0.08825841674042932,-0.19331875251347055,-0.23253854412141953,-0.2377316337287502,-0.24363559748441538,-0.20678722990694554,-0.2579515526087964,-0.24559910173899036,-0.25015969238819113,-0.2646161538890422,-0.23693284185866528,-0.24899748832246085,-0.24126288726527917,-0.20773773325490694,-0.2614557834373234,4.669940787556618,-0.014132227103908046,
33,-0.1973967190545563,-0.23112278512711149,-0.21538765459390447,-0.19142104652514594,0.12270584889106667,0.987860665876303,1.527644770992878,1.7167533061707627,1.759644993866207,1.720663824823134,1.7501457509052338,1.6770406524878299,1.4534781991586372,0.6510947363884986,-0.030589476357476865,-0.1777545600339268,-0.2507621139974624,-0.22851420503363287,-0.23435788455958453,-0.2755739190170926,-0.24242522678586098,-0.23360655679725903,-0.23886235478399745,-0.23885526598120826,-0.26974086195562735,-0.22860778344897228,-0.24615504800047813,-0.22048781660518413,-0.2631101708470292,-0.2439889595273703,4.667467091373235,-0.0024254662796189264,
34,-0.18274636734057617,-0.2677888114902769,-0.20580016813222504,-0.15093969779995092,0.1607886846937263,1.0097662116502442,1.595311199089819,1.7048869346986144,1.6980556289050734,1.7317631703133802,1.710650298195909,1.6811491878992182,1.4614782609140178,0.6846311768612118,-0.022292053711233627,-0.22625735462730193,-0.22138316167291702,-0.21145894750538718,-0.22985174518720694,-0.26540053799344376,-0.24410437033088803,-0.24608434514682023,-0.2477503117493758,-0.2458045946074684,-0.26351351570772896,-0.21077983708712256,-0.25494801916168097,-0.2358835219488572,-0.23098464458330634,-0.2481042308243824,4.665517020043063,-0.0012934188424228443,
35,-0.24100194237445094,-0.2238347070463889,-0.2172002715313172,-0.18376620663829402,-0.04833751736319124,0.5409058298471887,1.3767512948793568,1.6728863606701148,1.724198966272923,1.739713355422766,1.7499088433576193,1.7190766480651396,1.5737027807554231,1.0702759321150588,0.19173120599136073,-0.13917864017544748,-0.23984669634612568,-0.23146994200923476,-0.2610484720735398,-0.254149612742962,-0.2424026380632899,-0.24929466764514388,-0.2740081611542656,-0.2432847494638699,-0.23519976806920576,-0.24698310092528597,-0.238391487139143,-0.25451062941137004,-0.2274396045855447,-0.2454939408310718,4.660687804511531,-0.0031770997272627666,
36,-0.23713465047930202,-0.23092558449085016,-0.24756864621520186,-0.23585962743502695,-0.18040090925112903,0.0951285093347676,0.84848995794409,1.505326521460491,1.668624251471812,1.7342384547908416,1.7400307735753942,1.738716732115798,1.7043668392466829,1.474519511732491,0.7328810594001768,0.006620756815130264,-0.18006353714345455,-0.2287748774936002,-0.24276370456518026,-0.22343937242334058,-0.24284654939785855,-0.2280611233992047,-0.2171326346852906,-0.24491284678536301,-0.2360108775556506,-0.24747562475579957,-0.23383468274531083,-0.2054062536088425,-0.2153128756958339,-0.21170402987147974,4.629223621848897,-0.00022675630013690995,
37,-0.23364716595598167,-0.2094264397181825,-0.23343097739779828,-0.2177997291319033,-0.19132460349556685,-0.03551730029444063,0.6672312963089754,1.4148312995927097,1.67518439349878,1.7363047622843508,1.7240255858187474,1.7743816214777945,1.7022032346796832,1.638943690923363,0.9806765292207159,0.1564763933559843,-0.1672840405978995,-0.22141859033359862,-0.23973595146902008,-0.2456176676982068,-0.23740526947531446,-0.2488673432265493,-0.2236113115271524,-0.23999911491893783,-0.2507027404010624,-0.24347915423520386,-0.24413300662152115,-0.25640920530981515,-0.23879353595435648,-0.23825302798970993,4.688144690646784,-0.011810283174487068,
38,-0.22456984151926934,-0.24970154140820155,-0.2590292982126114,-0.24375824631654264,-0.20516993219096946,-0.21010656660453886,-0.11560756982035708,0.2682538630126612,1.1411256154366927,1.5869750893794394,1.7240286014582937,1.7647598099853548,1.7529639161643602,1.7270773147792213,1.6533753797207662,1.3562749209839564,0.4870051214634327,-0.09082970586164989,-0.2020303323053941,-0.20235182497151288,-0.2557394263594522,-0.2172712667002284,-0.26037565684879954,-0.23944339437674786,-0.24719732281030948,-0.24659609553256237,-0.20393916903218942,-0.23701936859894548,-0.22184851632568597,-0.22343795097077643,4.672336955672946,-0.0094669358438485,
39,-0.23692751078597685,-0.26356104349458304,-0.24884565577236334,-0.2323215875932505,-0.25810874731080874,-0.2012060269456599,-0.21778736705886556,-0.08261234759163075,0.4513633508573951,1.3194596552102902,1.6653876585278147,1.7230038459167687,1.7290023853017582,1.7155925427671141,1.738368865457313,1.6286383108634919,1.1987297158693049,0.3109056677568011,-0.14127072630065732,-0.23354594477440024,-0.2342812076187073,-0.2469288951560274,-0.24290026460338868,-0.24300427170599198,-0.25207608641056367,-0.28147286806485894,-0.2326086241104777,-0.2383008552986973,-0.25897935928331756,-0.28419090000509095,4.684062495971461,-0.006863430074507626,
40,-0.2453943060581784,-0.2607736765628769,-0.2458056598154792,-0.26605529362470387,-0.243765866338262,-0.24225606949620834,-0.19850290182413657,-0.1834171929125806,0.15966381917577763,1.0000123074351168,1.5207389680003771,1.7180983112129782,1.720242491586192,1.7241371227412468,1.6733530914514196,1.6893951366885964,1.4377620692468818,0.5911410057935961,-0.053004285190657155,-0.222814083823439,-0.24071934565031394,-0.23668290866941374,-0.1884138508682947,-0.22096299470451833,-0.22242008070842617,-0.21152646754567392,-0.21677671784169747,-0.22485447964694052,-0.2500957462297213,-0.2215594531991776,4.614911921768542,-0.002215349791831356,
41,-0.24374042900302906,-0.22878531578431854,-0.2347623075101125,-0.2593136744696857,-0.23602407544298526,-0.23064138542159798,-0.24304644020601895,-0.2226154055672024,-0.1323016403381074,0.23914383669820738,1.1243075303726942,1.5824587290548469,1.7225296888982629,1.7525562148318934,1.7319935723634192,1.710384907278967,1.7034645472088439,1.3704989937368814,0.5008277805551635,-0.09478608249443224,-0.17460472614653816,-0.2348351015877341,-0.2191696175508185,-0.24139895089364422,-0.22917318485548863,-0.2493836230242355,-0.2363359050032964,-0.21194274310737427,-0.24481648604243578,-0.250925584462296,4.672104268490852,-0.010828451252754112,
42,-0.24713588619868085,-0.25281365340619993,-0.24125470170953017,-0.23158306886488408,-0.2215970444724322,-0.2143237120962268,-0.27954993312431436,-0.22492997752172608,-0.2034222937733407,-0.046747055946444814,0.5745648914054106,1.3503138429062682,1.6617928785744474,1.6977912692557884,1.7603470998861843,1.732816114436293,1.7139397928665374,1.6099802755856492,1.1389108645325683,0.23392963550103937,-0.14664520152507,-0.2513106097695367,-0.24320607885368464,-0.2362173874761399,-0.21352229029987926,-0.23483618517332888,-0.2363195798384056,-0.24473484800492054,-0.2761468885076762,-0.22380495528591887,4.671945424250454,-0.009180530255316843,
43,-0.23716134950784443,-0.2250994932810678,-0.2615298213795472,-0.22807677778351348,-0.27114511185374834,-0.2461745385261979,-0.23142936021877442,-0.25050575587372065,-0.2396149842890278,-0.1766041721656433,0.046613654902890614,0.8462588587414337,1.4701086390976716,1.6676459073045042,1.7375006433175992,1.7427077266838618,1.727572321000773,1.6984538170204948,1.4784207632310549,0.783528938704936,0.07815043523160452,-0.22465809298621897,-0.26396942425621883,-0.21112748656762712,-0.21903311909031212,-0.2144773553257005,-0.23104678146955543,-0.25568053576983474,-0.2588685344701766,-0.23814469266429325,4.632395291271029,0.0007016636370343887,
