tick,neuron_0,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,norm_z,lambda1,omega
44,-0.24576385472477044,-0.24056084500138325,-0.2159667792367411,-0.2531590309911027,-0.26581477428391354,-0.20431638145299708,-0.20868653967999592,-0.19584508118287003,-0.24027580240204904,-0.1608515516077466,0.1150946266860757,0.9945223508851561,1.5033567263953376,1.6571918109309116,1.6998732624611304,1.700117803871909,1.704184660925642,1.6541326801517593,1.4248636567351112,0.5792838484078443,-0.024240681164219017,-0.20093821215700255,-0.22362785174926997,-0.2372386374906139,-0.227343496944044,-0.2567249687238947,-0.24184059170355623,-0.21545255651452333,-0.23650181246449833,-0.21322919498074416,4.557733280470865,0.01215498338494636,
45,-0.26458251920754094,-0.2818290447876804,-0.22237549171383658,-0.23326869886612642,-0.2387625552322944,-0.24234527761504723,-0.24592020117117236,-0.20342562576304257,-0.13080162954501845,0.48644566005494777,1.3297968518384755,1.6465977692722285,1.7282399883399902,1.72817485087949,1.7103756069645923,1.7217083568169684,1.5618326460296295,1.0875057467168616,0.264499844016904,-0.15030818323267853,-0.2334638772768239,-0.2220343078419603,-0.23200194629494214,-0.21316061506107778,-0.23744343524406716,-0.24656656501953128,-0.2027088080079733,-0.26010861743026376,-0.22675194538397964,-0.25437289365155313,4.618116081340739,0.01973978983262803,
46,-0.22696385043053882,-0.21603399382144256,-0.22696183569926556,-0.11450612760053817,0.35953459917947395,1.2859082407051967,1.6059481089077,1.7091433571949963,1.7125536377503905,1.7247023078223618,1.694000505366405,1.6719875734894516,1.2490955738976888,0.3478907049490361,-0.13282104133823586,-0.20200346012971288,-0.23951710234252926,-0.21538934497419418,-0.21250050697849826,-0.24230095495879164,-0.2483492319332083,-0.2231224947563219,-0.19911213681900536,-0.24969666243077038,-0.22922833843905072,-0.24386456984757013,-0.19837882806931317,-0.2626194630218582,-0.24516192793333505,-0.22895177336549333,4.63811912792135,-0.00708013085720649,
47,-0.23478609531475592,-0.21392437719576327,-0.21210022931604858,-0.11344860291033684,0.27186518890214406,1.1430154316140158,1.606413568740748,1.6958027655076169,1.7177246418217884,1.7360643258360176,1.703986505757638,1.5998887648061302,1.3020703219190815,0.4253924205391122,-0.08410334527769373,-0.2176295861914556,-0.22679255508011673,-0.23524848295604928,-0.24709687506791683,-0.21264593223549538,-0.21683604108702673,-0.23140884160678912,-0.25779379082435744,-0.24817257712368895,-0.2334789922231422,-0.2618376666389003,-0.24741339288047623,-0.23867173897892535,-0.21340467943499122,-0.2558279600162597,4.598679215488222,0.004209771083446445,
48,-0.21632036590188572,-0.2303249568807186,-0.20807198781902533,-0.21039607942301222,0.0647296271513158,0.8944062528041475,1.5554759962701417,1.6887921317557222,1.6819862555192455,1.738265203231713,1.7044551948325153,1.7121631489126865,1.4773817380806693,0.7578236721053606,0.02280933557955038,-0.19711167063124563,-0.2481134416377769,-0.21112378694512524,-0.21863055833399087,-0.26157282957277905,-0.2364648627244229,-0.23593952934984266,-0.24587420645208852,-0.22969448957303196,-0.25136649301150077,-0.2382138364878622,-0.2109901689718368,-0.279032727382152,-0.24866355667377057,-0.24120216224310978,4.64286454425612,0.0021662321678466157,
49,-0.21640299280471847,-0.2153881362637192,-0.19631359248899666,-0.08632688627871352,0.5478489078510319,1.3900812496495016,1.6468710856195234,1.7221109723242691,1.7199171362778172,1.7361122841291101,1.6934872042261617,1.592479743563733,1.106244096522051,0.20154011085776233,-0.16932200065906947,-0.20810382541065092,-0.23203158143464095,-0.20512248982232256,-0.2438663431523771,-0.24318707259011338,-0.26076759428197155,-0.17540729595508256,-0.2475810939092306,-0.26171949622302465,-0.23660110355887112,-0.21361624140230884,-0.24333887166289223,-0.231964137904506,-0.24705181650908528,-0.22130826370610163,4.640013173269042,-0.0018249492655233457,
50,-0.20829103588432013,-0.23560209376137425,-0.2235665202115518,-0.21155882148564142,0.013516179370427749,0.7147327466993402,1.4938168782349404,1.682866933126596,1.7396491698553134,1.710700064480161,1.7359334152579562,1.6904339103870691,1.512612692604741,0.873354661471184,0.06522602168746934,-0.14036816027984048,-0.24151016913198906,-0.2380821706608207,-0.2290115518423768,-0.2200225681879779,-0.2388320992907311,-0.26565192146056665,-0.2294290630884836,-0.23109283321008947,-0.250412482982459,-0.24605355409471769,-0.23013198498065376,-0.260226597131039,-0.231629322427891,-0.2712809278561492,4.635460021729551,0.003876091678448046,
51,-0.2589145660998154,-0.22572455802971497,-0.25840545006876736,-0.22777047164471473,-0.04560884665289831,0.5195733260543711,1.3485109939394424,1.623128278566537,1.6811605867342594,1.7255024323904746,1.75583438753873,1.6641329619567804,1.578935312352216,1.0697271023824277,0.19236341648692526,-0.1583376430820407,-0.21182603122945676,-0.27879039104613634,-0.2622474793075003,-0.20665314776422153,-0.24222044003523752,-0.2226405011060865,-0.23854506644949908,-0.25027336883590184,-0.24507209163824403,-0.25273087438983377,-0.22126975339157606,-0.2516932163052286,-0.23775647644952697,-0.24117313390323028,4.596724274327869,0.006543061765314162,
52,-0.24849654799617674,-0.2599737982292311,-0.22557745732418802,-0.1684219189556203,0.24098663522138314,1.0901580041352272,1.5884389103128322,1.7363074154972862,1.718093670943969,1.7567002999969303,1.7526840860166022,1.6512723352091399,1.3919816982721782,0.5746608139300556,-0.07177964812451837,-0.17970043463484717,-0.22596726899961597,-0.2595361651385739,-0.24456591532031643,-0.2177468723101136,-0.23144824715580947,-0.27176407692643184,-0.23904383206844892,-0.23937817452890825,-0.2438336280533863,-0.25789769575519483,-0.2446684968571234,-0.2118272213198229,-0.26866100964049977,-0.2461562363835725,4.686761185154447,-0.0055869687707235105,
53,-0.2386089746657476,-0.2380989240993552,-0.2529618810645972,-0.14144369602496687,0.28534469994204403,1.2130818163321704,1.613317924032317,1.7189097720986264,1.7375489394892565,1.7650414788036768,1.695082127294638,1.6389793259984133,1.3419991680043009,0.47030860280577746,-0.12654938448532493,-0.2249090539883824,-0.2071307848758714,-0.271251213165575,-0.2560900300786053,-0.28059521189140996,-0.23732820228907517,-0.23438017919384146,-0.2670433795879564,-0.24401591669994624,-0.24852452543165027,-0.2171361493759336,-0.2647690164010708,-0.2047137078244564,-0.23890632973745635,-0.23899231365276874,4.682823767537807,-0.008237003353436578,
54,-0.21608061011720028,-0.19523976510258834,-0.2490025066199311,-0.13582805230450926,0.2331691251567305,1.1526463472017927,1.619347300012102,1.6957819898288347,1.7350224526032931,1.7028353623271626,1.7130887910336412,1.6524980887387888,1.319668366339882,0.552973636137151,-0.08674206396802772,-0.2078886006478334,-0.208947132454394,-0.24410163435392201,-0.21653826016808256,-0.26313149395109076,-0.2246305674099378,-0.20921864065491372,-0.24029177700869178,-0.245415493641002,-0.24414953397185618,-0.22067284755114885,-0.2315766899686268,-0.2344862333814895,-0.2783276553792821,-0.23591273722836484,4.6369402742309065,-0.0005308429782973079,
55,-0.22580548936490952,-0.24301560071305184,-0.20081267836508832,0.1082964662509692,0.9394150423117423,1.5318412391867986,1.7003785249887013,1.7030866412088996,1.7056013002547854,1.7076326940640718,1.6419553858248142,1.451950267227887,0.7413539304071188,-0.027138371403995585,-0.17981021624579907,-0.259786003449636,-0.2388905038922445,-0.2518941833191175,-0.2565497410891525,-0.24498254564691269,-0.26075880965402304,-0.24638461585863525,-0.25733552822984024,-0.23422091937584313,-0.30616205912032646,-0.24710512624398842,-0.23680636930491994,-0.24342048418386464,-0.23435226102169024,-0.24565088999264462,4.619943755058745,0.007885998474840838,
56,-0.237271892688181,-0.2522052658452991,-0.1562784480603819,0.050934387721849265,0.8569045863160241,1.4919340332212871,1.6659568199725618,1.747433236387859,1.7015999261702026,1.693994622922003,1.664684091444972,1.4849542457315996,0.7869970084716272,0.022628474524058126,-0.1701973817438032,-0.24391067144545558,-0.25584961582001436,-0.24456868956150168,-0.2556602447423024,-0.27502968252936794,-0.23439561084280386,-0.2484689123879414,-0.24511645213377073,-0.21893959977691094,-0.1993512283103611,-0.24387715777680857,-0.23414522220030662,-0.2211513693197657,-0.22397912647433926,-0.21508777681277294,4.6017407567222905,0.008345316712948692,
57,-0.2210644614372604,-0.18192719763417592,-0.10270983990627494,0.4314562650178806,1.3120792143048623,1.637211878640278,1.7319278917910366,1.775600602660637,1.7446276902371534,1.7194290693313767,1.5857832581381832,1.2297734347120195,0.36578219943179757,-0.11848454391637013,-0.208587165759847,-0.24713104259571025,-0.20340422526972768,-0.23413914828196816,-0.24365442526391226,-0.23370204087989996,-0.24151749597190397,-0.24421600054612497,-0.20518525122229397,-0.275423355612824,-0.26915900112340807,-0.23514304662887223,-0.2275804340070212,-0.2250990121724472,-0.2530802426998738,-0.2599154202058969,4.68194026400406,-0.010622751004235043,
58,-0.23449182584878892,-0.24266978152422375,-0.2487809218877096,-0.07836542346282349,0.4770022931512031,1.3564176475788041,1.6129654537358258,1.7191238297743987,1.7305104185538216,1.7231545373866644,1.752838939552439,1.6122180565750723,1.1496515340158575,0.22527982061447802,-0.14091442282943303,-0.24027872031434203,-0.22652639970679758,-0.27232494894157594,-0.23269963753926454,-0.21506952291904127,-0.2372035238270513,-0.24163557263212315,-0.20477148026321002,-0.2450522004527168,-0.2770708248928121,-0.2322109233848945,-0.21987908043444906,-0.25454607116981726,-0.24006781562232687,-0.2346970277691163,4.657367533010434,-0.009000861106587044,
59,-0.19484421836344723,-0.246864396168956,-0.22692736486545348,-0.21339549191179152,0.03788243623116177,0.8498538455490976,1.5118555439885224,1.6760625268234035,1.7494742780261907,1.743867914831627,1.7393101751417592,1.6823565945721284,1.5174500573738587,0.7841013170970362,-0.004503504032660954,-0.24224616710994504,-0.2228288311798332,-0.2132351947900706,-0.22622772277019274,-0.23071077953721558,-0.19564586436222106,-0.22412953620906007,-0.2702857922536903,-0.2443994046426971,-0.21041876997155473,-0.23655828642156096,-0.22741304192793904,-0.2320331451149419,-0.2649301000653781,-0.21771582709750772,4.657483964427072,-0.006587581057654002,
60,-0.24826258484459857,-0.23291383070706154,-0.2631382413123886,-0.21546850221722466,-0.12395112132310271,0.35028653054187164,1.2274628200027053,1.6215332033664092,1.7083935250751194,1.7171780932135319,1.7365562438200453,1.716102500717191,1.608011011730543,1.2461125054773037,0.38652204518625416,-0.13254745128657083,-0.20048956038922844,-0.22071354636239454,-0.2499004445161223,-0.24486492625676923,-0.26625337698487794,-0.24986535094722473,-0.22245611240396418,-0.22507236219221555,-0.2264688332213503,-0.23136024105678124,-0.2206781246573069,-0.18317958160566566,-0.21255209430427446,-0.21042193399809148,4.621728232322474,-0.007221251714014443,
61,-0.24966783622392244,-0.20441093575159394,-0.22911007461673843,-0.2386461866702765,-0.1700716150023908,-0.04873242651729531,0.6801408321669736,1.4185979377128122,1.6621597065202642,1.734465087520587,1.7091429887409213,1.7302775079893493,1.7028626969386969,1.5135871581766474,0.9379434825223149,0.0766431170158365,-0.20342832725904497,-0.22856034635994701,-0.26800722916940606,-0.2646997271821311,-0.22948732899530802,-0.1655991130623231,-0.27857252919797515,-0.24745469269820264,-0.23542559354275305,-0.21988560967169063,-0.2299019077064172,-0.24607386799043676,-0.23834660840652133,-0.20793151131511164,4.6102075060100045,-0.00025092102288692963,
62,-0.23887356747008612,-0.24921751368725562,-0.228417181313473,-0.22990289660958133,-0.22247918723499918,-0.1712445506191242,0.04230314903523255,0.8589199045506541,1.4988080373122346,1.7024285401651107,1.7484183266481574,1.755801004365179,1.7360188422897653,1.6901212066433908,1.50228794632775,0.8006755835822842,-0.0017429623894119131,-0.1898978971495264,-0.2119946590984282,-0.23826310739470483,-0.22431337357494952,-0.2321667450064406,-0.26711555929139225,-0.22846363747699847,-0.24863825010567944,-0.23197971861571873,-0.2514782025570533,-0.23088732110019963,-0.2606507983286368,-0.21752106091855095,4.669930170622644,-0.005364447518147908,
63,-0.20351954647416534,-0.2677424137606373,-0.20936308072477422,-0.25426673091370555,-0.20299268004301105,-0.2507839935284089,-0.17812367446508945,0.022726265366991585,0.697175936303613,1.4692565865081693,1.6860351827387001,1.7034846824420902,1.7257640827366243,1.7310032406639533,1.6933838311930807,1.5345386401005314,0.9284236905725926,0.08452430371950473,-0.18277557587306414,-0.2109543283228463,-0.24737575364447625,-0.21147306933402868,-0.2034425110491612,-0.2647061192731233,-0.23650264251202502,-0.23596187916917336,-0.22075556218644687,-0.20806881480405956,-0.2217842827238517,-0.23902467859120158,4.628026020859874,0.0011350081965817438,
64,-0.2627921917012425,-0.22686963478864747,-0.23721397645404715,-0.27156822930057645,-0.202888460539834,-0.26351451184278524,-0.19623582711705528,-0.17169944070307902,0.1496001968772672,0.9700637029673401,1.5697235185716159,1.706792309210887,1.7358844522147017,1.756382001296018,1.7492782212305213,1.6700134339791755,1.465418195896317,0.7148573609874735,0.001394875578549162,-0.19361447682474875,-0.21133743493135418,-0.22410291851121816,-0.2356903408902152,-0.23913736884333212,-0.22651117619542915,-0.24523688357062481,-0.19335585118913193,-0.2687322830534029,-0.22247478571481819,-0.2355301463810753,4.684699921525852,-0.004875535313800139,
65,-0.22856856700650838,-0.2558852925659952,-0.26206041677569686,-0.23777001725962724,-0.24914546613195443,-0.1943254189094412,-0.2572068142813514,-0.19830693877245292,-0.11441363945337082,0.3196388011457834,1.2023595742598001,1.608056069855124,1.6720883316395974,1.7051622818479528,1.7266660749158305,1.6780496029161192,1.66513856654631,1.3101703854734437,0.3914544638522882,-0.12359211794259652,-0.25737916616595824,-0.22124163008510794,-0.18768801330554893,-0.2290515353196009,-0.23765644406631145,-0.21615342629936102,-0.2297296868986176,-0.21599840945764792,-0.2518661474354108,-0.20695644488844572,4.611424236634358,-0.0009299806510845166,
66,-0.22842924163529973,-0.23069997331447745,-0.2867148682532671,-0.2362689153095944,-0.23170870518891856,-0.24510641002103722,-0.22589355386990612,-0.17203708351637637,-0.05601085985481479,0.58047902024208,1.3911794125442407,1.6668971780750406,1.6962311331826423,1.7273484142205657,1.718847446674516,1.702805681482225,1.5731774109546102,1.1310673235001734,0.2139920515209395,-0.13701028703705323,-0.24286714648542881,-0.20323151773167947,-0.2501530238825415,-0.24490631331424664,-0.2580661862855957,-0.2705503510390662,-0.2271028939322881,-0.24664217527998794,-0.2395307449824273,-0.237122399441123,4.649104333823298,-0.002455844867536583,
67,-0.23996531436174534,-0.2157337205643149,-0.24617048090809757,-0.21881502096652516,-0.2826614492321711,-0.2548180068869848,-0.22383117998899177,-0.2553254687230128,-0.08284078547894992,0.3637907247264661,1.2545331974398584,1.6094380181198151,1.6833181419606336,1.7458265655420186,1.7319533422222113,1.7035642409293579,1.6168428404846882,1.2072470729826832,0.325317212110672,-0.12206390713858775,-0.180725471286787,-0.23883440895099842,-0.18264513847300812,-0.25644900394144243,-0.21874831438573897,-0.2560622163465661,-0.23301857105137827,-0.2628152529004778,-0.23725312097419216,-0.23448917204709088,4.613955831602271,-0.002514260846939509,
68,-0.23913679197440552,-0.24887958773090635,-0.24393537335312784,-0.22816448450280816,-0.25237408496063024,-0.25869551940563273,-0.26557503105440666,-0.2295058346984025,-0.2228563372042615,-0.10403703500502934,0.4922090901878,1.2785806650277747,1.6205142048346988,1.6865172656546905,1.6947693506694903,1.7237477885333192,1.697434574423184,1.573632403084837,1.150797404373296,0.3222890314295772,-0.12565955958624822,-0.2503874951522921,-0.22991453367027134,-0.22474863968294878,-0.2260757711133136,-0.20784017407182295,-0.2478534432328571,-0.1933278852118998,-0.2184548261050262,-0.21783998958868772,4.5816972557290025,0.0043470618608832945,
69,-0.2326568710024153,-0.2391536898811879,-0.21998694065743127,-0.25955947358457987,-0.24492968243545613,-0.22463656580014174,-0.25866173157686956,-0.22027328777693814,-0.21816594433967884,-0.18293118476117184,0.1420356735721894,1.054648185745079,1.5753724373228994,1.7008709319959652,1.7674469754733477,1.7598383718064587,1.7427577255080644,1.6421376547764341,1.4014976259179641,0.6235628366916184,-0.07170773316941541,-0.17628844121906867,-0.2524672779449263,-0.21193584683553032,-0.24596515384905812,-0.195355279212551,-0.27016119165158925,-0.25416792024190366,-0.2326525821813393,-0.2592573048067779,4.674554539180892,-0.007555028323925517,
70,-0.22557770950088926,-0.24768599926685025,-0.2663598852057407,-0.23466663068061103,-0.24609059524376825,-0.2631259802008943,-0.23787232324761917,-0.21712728454935873,-0.21729849414115956,-0.15596488900601474,0.20083997389032754,1.0959817396033231,1.626955168643196,1.7069026465551713,1.7392572916644462,1.743006867015941,1.6993863416379795,1.6665339035794409,1.375844929186206,0.5212317862843339,-0.04454788723524611,-0.18627573261790487,-0.2504461771574056,-0.22581867564292993,-0.2429638149590989,-0.24477322805127966,-0.2790904111693811,-0.21564672904718726,-0.24287739158550642,-0.22788920956143313,4.662934999876755,-0.0017334322736937136,
71,-0.2528546424887655,-0.2501668620100667,-0.26117553208627264,-0.21549593384822674,-0.23885550067860942,-0.259525702653508,-0.22637851664330658,-0.202189849419308,-0.10841864881941815,0.3156156438879515,1.14466276192746,1.6011774745265799,1.7047942009135175,1.7702882858632454,1.7369208256034592,1.7416511182652328,1.6413314690159349,1.3535683175024804,0.49407197633818245,-0.04437888300393539,-0.19636963381192102,-0.23126375934004512,-0.2203419972729576,-0.2238893899862089,-0.23732742204156723,-0.22007949363775747,-0.26258652757183254,-0.22848944105630858,-0.22542474357932152,-0.24945748566643103,4.67284255872095,0.014384407755503648,
72,-0.20503096216689431,-0.2619831968281982,-0.22976064230653137,-0.23513816737611637,-0.23491758935290016,-0.20374228643718106,-0.03078979569657763,0.6658092235089225,1.4683222928289053,1.6490508087768763,1.7485574949707041,1.7145088671153823,1.6669957449944603,1.7061236465619982,1.5125361216157407,0.9189827459216633,0.1395650353357389,-0.15984138779514187,-0.21708191341245406,-0.21936832583210106,-0.21894115364505326,-0.23498235382739557,-0.24013666054269583,-0.19936220683347086,-0.24872561651432093,-0.22694022421464624,-0.23951238890933876,-0.2173594025786357,-0.2324533664971573,-0.24410124477586737,4.596356757880456,0.002340428481177881,
